169,4581,6021,9740
231,4526,6077,10525
159,4723,5969,9639
150,4467,5840,10542
66,4480,5861,10556
59,4453,6004,10635
207,4551,6180,10505
136,4435,6189,10616
27,4332,6187,10443
246,4463,6290,10593
201,4482,6197,10554
188,4511,6201,10625
244,4899,6164,10543
92,4483,6266,10425
266,4431,6227,10647
193,4403,6217,10549
-30,4507,6310,10586
182,4408,6233,10616
204,4394,6196,10555
164,4429,6157,10485
213,4393,6166,10606
199,4513,6226,9973
182,4419,6175,9955
137,4315,6070,9915
144,4366,6081,9993
256,4424,6157,9761
181,4435,6115,9917
-13,4340,6138,9842
92,4289,7081,9893
47,4339,6107,9757
-56,4246,5972,9709
-11,4284,5977,9671
-26,4260,5992,9571
50,4293,5977,10379
-67,4343,5868,10415
133,4228,5748,10292
212,4199,6530,10329
184,4212,5831,10192
-63,4234,5668,10141
20,4259,5816,10279
-91,4268,5790,10202
11,4326,5811,10269
-19,4202,5764,10244
-61,4330,5836,10343
170,4291,5847,10248
78,4280,5878,10275
110,4338,6143,9925
224,4401,6010,9890
222,4449,5987,10442
434,4379,5859,10195
449,4290,5770,10031
468,4377,5828,9848
545,4484,5791,10080
524,4446,5885,10089
465,4363,5712,9929
267,4142,5486,9625
-401,4145,5554,9519
-272,4214,5601,9657
36,4403,5656,9969
-50,5044,5622,9881
-149,4278,5544,9845
333,4186,5512,9849
465,4845,5296,9779
415,4046,5697,9657
422,4836,5463,9746
484,4693,5458,9814
-171,4471,5311,9814
-183,4498,5374,9903
-220,3819,5163,9530
-347,4497,4882,9380
-612,4226,4728,9284
-542,4282,4808,9298
-344,4276,4892,9503
-333,4268,4948,9523
-370,4368,5003,9457
-139,4413,4924,9318
-389,4222,4876,9139
-57,3629,4854,9219
519,4204,5377,9796
463,4112,5049,9693
-63,3980,5059,9744
401,4144,5050,9671
441,4091,5120,9437
415,4127,5138,9348
542,4225,5203,10225
-51,4996,5207,10160
466,5000,5253,10101
427,4856,5041,9968
429,4954,5160,9834
426,4996,5155,9919
78,4214,5272,9804
275,4180,5054,9574
179,4232,5138,9527
243,4851,5109,9585
300,4733,5115,9514
201,4162,5107,9459
406,4289,5121,9598
394,4932,5105,9597
311,4231,5067,9640
342,4401,5188,9654
371,4285,5153,9619
293,4943,5155,9478
109,4295,5213,9568
162,4356,5134,9553
364,4370,5069,9449
176,4292,5088,9493
257,4927,5097,9511
97,4354,5037,9515
226,4197,5059,9508
191,4994,5120,9537
81,4324,5094,9551
241,4353,5044,9511
246,4258,4980,9509
114,4358,5034,9372
158,5167,5015,9549
140,4238,5034,9426
321,4261,5056,9500
288,4266,5015,9583
166,4879,4959,9533
215,4185,5008,9457
191,4258,5092,9591
146,4348,5138,9588
261,4369,5156,9482
34,4422,5191,9516
65,4307,5218,9569
-28,4879,5194,9590
65,5012,5194,9604
63,4291,5350,9710
-189,4206,5173,9765
-210,4250,5204,9618
-92,4806,5192,9679
54,4802,5307,9813
101,4937,5451,9901
-548,4798,5307,9874
124,4725,5688,9789
-83,4315,5357,9597
190,4713,5651,10006
228,4708,5503,9782
272,4683,5353,9781
168,4698,6033,9946
114,4645,6100,9844
-25,4749,6117,9866
30,4698,6207,9914
164,4872,5561,9797
165,4817,6462,9942
215,4739,5484,9839
271,4684,5761,9772
84,4752,5454,9854
106,4748,5548,9899
21,4513,5435,9700
-792,4507,5564,9723
-496,4686,6741,9791
284,4583,6466,9682
277,4471,6708,9740
237,3811,6695,9677
69,4514,7536,9696
13,4600,6556,9547
-1,4651,6578,9657
-110,4335,6699,9743
-74,4590,6551,9599
-61,4575,6576,9511
-15,4439,6618,10557
-229,4588,6473,9637
221,4488,6378,10475
302,4555,6390,9686
662,4508,6388,9620
463,4555,6331,10300
161,4580,6429,10254
564,4484,6348,10142
-3,4543,6360,9759
245,4435,6421,9716
696,4351,6409,9865
310,4513,6334,9691
228,4397,6436,9760
402,4345,6376,9655
555,4466,6441,9643
474,4349,6482,9706
495,4318,6358,9634
455,4473,6432,9627
293,4243,6502,9482
585,4370,6512,9508
-205,4442,6631,9653
163,4435,6503,9705
-77,4542,6574,9533
298,4382,6452,9571
601,3739,6467,9645
382,4582,6460,9757
318,4524,6476,9624
385,4434,6513,9645
87,4351,6431,9705
139,4296,6402,9643
435,3775,6389,9595
270,3789,6455,9604
233,3920,6454,9752
279,3917,6467,9711
-427,4628,6407,9547
282,4570,6491,9776
344,4591,6411,9571
-256,4392,6397,9713
237,4609,6402,9523
