5062,9640,7759,14832
4937,9663,7581,14770
4991,9388,7821,14861
5211,9927,7976,15149
5341,9878,8000,15208
5413,9918,7987,15171
5468,10053,8065,15067
5470,10049,8096,15025
5445,10145,8210,14980
5476,10040,8137,14871
5422,10123,8142,14977
5488,10086,8050,15005
5495,10037,8026,14973
5183,9655,7874,14777
5454,9924,8049,15038
5286,9345,8097,14874
5546,9987,8047,15144
5518,10086,7991,15066
5175,9565,7879,14897
5541,9860,8132,15286
5490,10044,8139,15003
5520,10871,8144,14951
5658,10813,8088,15259
5797,10555,8132,15192
6013,10180,8380,15387
5205,10277,8217,15460
6259,10285,8358,15508
5956,10870,8143,15342
6124,11119,8469,15384
6447,11324,8662,15526
6264,10915,8601,15579
6404,11010,8929,15550
6287,10259,8647,15735
9237,12406,8776,15677
7964,12494,8908,15698
8844,12402,8792,15951
7298,11755,8904,16390
6931,12694,8959,16230
7063,11870,9031,16301
6853,12640,9225,16532
7971,12627,9304,16477
7083,12961,9252,16486
7160,12520,9482,16461
7263,12122,9380,17211
8168,13007,9362,16884
7306,12922,9415,17207
7543,12443,9359,17221
7429,12272,9498,17261
7447,11977,9514,16571
7539,12327,9542,16592
7551,12170,9617,16572
7569,12210,9511,17569
7643,13187,9605,17311
7857,12859,9250,16512
8892,14058,9348,16664
8854,13585,9574,16723
8577,13580,9353,16836
8698,13663,9451,16646
9058,13690,9548,17222
9107,13652,8966,18045
9195,13714,9737,17541
8954,13734,9419,17584
8076,12373,9196,16753
8161,14094,9009,17352
9681,13106,9123,17468
9182,13398,8870,16466
8889,14040,8977,16792
8776,12968,9250,16499
8674,13624,9215,16655
7767,12762,8368,17085
7939,12699,8392,16907
7861,12517,8429,16793
7941,11784,8987,16281
7521,11659,7998,15535
7981,11990,8262,16001
7358,12227,8068,15828
7480,12003,8020,15698
7010,11845,7914,15552
6875,11585,7654,15444
6893,11676,7649,15489
6916,11930,7821,15473
7126,11913,7504,15325
8116,11645,7532,15225
7661,11833,7486,15151
7587,11724,7266,15145
7732,11711,7282,15722
7417,11774,7278,15273
7191,11675,7133,15082
7973,11519,7141,15378
6906,11561,7057,15525
7073,11553,7022,15300
6932,11456,6680,15230
7331,11553,6805,15356
7232,11590,6936,15242
6943,11599,6799,15124
7163,11317,6760,14951
6968,11165,6689,15229
7237,11465,6646,15334
6862,11193,6254,15169
6903,11320,6424,15158
6715,11280,6403,14367
6767,11321,6469,14235
6667,11336,6344,15020
6730,11285,6221,14960
6638,11195,6201,14962
6677,11041,6025,14782
6771,10814,5899,14179
6483,10739,5718,14142
6528,10646,5638,13985
6385,10657,5592,13886
6238,10591,5653,13754
6014,10489,5489,13698
6077,10406,5091,13638
6154,10097,5145,13738
6178,10716,5702,13984
6004,10487,5562,14499
6060,10445,5050,12946
5914,10276,5042,12908
5964,10108,4981,12758
6075,10564,5228,12778
6096,10283,4829,12670
6053,10248,4898,12580
6013,10384,4830,12603
5897,10267,4648,12625
5839,10391,4495,12595
6662,10103,4238,12779
6696,9922,4067,12576
5713,9715,3925,12549
5615,10263,3806,12542
5691,9981,3926,12325
5567,10092,4065,12631
5410,10106,3727,11904
5331,9782,2960,12066
5272,9749,3631,12117
5428,9697,3304,11878
5417,9702,3241,11921
5400,9604,2935,11842
5454,9611,2792,11865
5255,9665,2757,11752
5267,9554,2626,11853
4975,9124,2140,11169
5178,9439,2479,11426
5146,9487,2385,11366
5103,9428,2508,11400
5031,9358,2233,11300
4938,9373,2209,11429
5009,9231,2188,11363
4875,9227,2030,11397
4946,9317,1994,11417
5119,9417,2055,11363
5157,9468,1911,11445
5390,9253,2063,11148
5221,9176,2045,11171
4911,9332,1817,12893
4898,9353,1672,11432
5215,9282,1624,11374
5666,9065,1597,11602
5535,9158,1716,11733
