-4197,-3565,-6130,-8353
-4105,-3641,-6125,-8294
-4209,-3637,-6231,-8442
-4186,-3693,-6054,-8405
-4230,-3741,-6294,-8418
-4262,-3719,-6230,-8512
-4415,-3791,-6348,-8521
-4315,-3808,-6116,-8424
-3848,-3370,-5973,-7952
-3835,-3258,-6014,-7966
-3918,-3548,-6024,-7801
-3944,-3492,-6049,-7970
-4078,-3655,-6037,-7855
-3942,-3603,-5729,-8340
-4183,-3718,-5694,-8585
-4042,-3536,-5346,-8603
-3935,-3815,-5821,-8767
-3701,-3635,-5485,-8645
-3804,-3840,-5593,-8970
-3683,-3821,-5266,-8841
-3739,-3760,-5338,-9131
-4067,-4105,-5825,-9114
-3909,-3803,-5091,-8945
-4373,-4002,-5571,-9406
-4489,-4499,-6156,-9715
-4071,-4437,-5625,-9184
-3984,-4012,-5389,-9307
-3515,-3878,-4818,-9104
-4353,-4479,-5747,-9905
-4535,-4488,-5601,-10164
-4569,-4641,-5795,-10134
-4577,-4449,-5549,-10154
-4569,-4572,-4494,-10451
-4843,-4816,-5545,-10646
-3783,-3857,-4485,-9724
-3824,-4078,-4688,-10039
-4184,-4550,-5353,-10444
-4716,-4373,-4640,-9372
-3789,-4255,-5329,-9336
-4551,-4163,-5408,-9476
-4605,-4158,-4822,-10509
-4589,-4048,-5071,-8801
-3732,-4349,-4677,-9262
-3910,-4511,-5655,-10527
-4759,-4766,-5807,-10920
-4839,-4871,-5693,-10916
-4805,-4712,-5550,-10869
-4289,-4926,-5537,-11073
-4378,-4917,-5609,-11189
-4754,-4960,-5492,-11094
-4738,-4902,-5527,-10997
-3903,-4914,-5519,-11342
-4900,-5155,-5659,-11451
-4860,-4979,-4685,-11615
-4899,-5272,-4628,-11758
-4868,-5312,-4718,-11892
-4914,-4975,-4626,-11711
-4909,-5277,-4596,-11815
-4723,-5124,-4741,-11850
-4857,-5462,-4785,-11893
-4866,-5616,-4772,-12152
-5103,-5711,-4756,-12409
-4968,-5609,-4982,-12159
-4971,-5669,-5181,-12299
-5133,-5912,-5173,-12100
-5161,-5829,-5234,-12228
-5094,-5987,-5030,-12266
-5007,-5194,-5121,-12525
-5081,-5187,-5042,-12411
-5068,-5918,-4947,-12485
-5246,-6029,-5165,-12868
-5146,-6069,-5014,-12990
-5117,-6009,-5018,-12966
-5631,-6288,-5187,-13168
-5277,-6198,-4957,-13264
-5321,-6098,-5056,-13025
